numero_piece,date_charge,code_dept,categorie_charge,sous_categorie,fournisseur,nature_charge,montant_ht,montant_tva,montant_ttc,est_budgetee,date_id_charge,annee,mois
PCE-000174,2024-04-14,DEPT-008,Loyer & Charges locatives,Loyer bureaux,TRANSPORT EXPRESS,Exploitation,6919.52,0.0,6919.52,1,20240414,2024,4
PCE-000175,2023-09-30,DEPT-002,Sous-traitance,Prestations ponctuelles,AGENCE VOYAGE,Exploitation,14593.58,2918.72,17512.3,1,20230930,2023,9
PCE-000176,2024-01-19,DEPT-001,Sous-traitance,Expertise externe,TOTAL MADA,Exploitation,2516.42,503.28,3019.7,0,20240119,2024,1
PCE-000177,2025-02-15,DEPT-008,Loyer & Charges locatives,Loyer bureaux,ORACLE,Exploitation,2008.49,0.0,2008.49,1,20250215,2025,2
PCE-000178,2024-05-29,DEPT-008,Loyer & Charges locatives,Assurance locaux,FORMATION PLUS,Exploitation,7722.56,0.0,7722.56,1,20240529,2024,5
PCE-000179,2025-02-22,DEPT-003,Sous-traitance,Expertise externe,NETTOYAGE SERVICE,Exploitation,19453.76,3890.75,23344.51,0,20250222,2025,2
PCE-000180,2023-05-20,DEPT-002,Déplacements & Missions,Transport,TOTAL MADA,Exploitation,1211.34,242.27,1453.61,1,20230520,2023,5
PCE-000181,2024-01-07,DEPT-006,Informatique & Licences,Licences logiciels,FOURNITURES PRO,Exploitation,562.37,112.47,674.84,1,20240107,2024,1
PCE-000182,2024-03-30,DEPT-003,Déplacements & Missions,Transport,HOTEL COLBERT,Exploitation,284.9,56.98,341.88,0,20240330,2024,3
PCE-000183,2024-03-05,DEPT-005,Fournitures & Consommables,Fournitures de bureau,MICROSOFT MADA,Exploitation,1277.82,255.56,1533.38,1,20240305,2024,3
PCE-000184,2025-09-02,DEPT-008,Fournitures & Consommables,Fournitures de bureau,TRANSPORT EXPRESS,Exploitation,1484.47,296.89,1781.36,1,20250902,2025,9
PCE-000185,2025-11-25,DEPT-006,Informatique & Licences,Maintenance SI,FORMATION PLUS,Exploitation,5428.34,1085.67,6514.01,0,20251125,2025,11
PCE-000186,2023-02-24,DEPT-006,Informatique & Licences,Licences logiciels,CONSULTANTS SA,Exploitation,8119.54,1623.91,9743.45,1,20230224,2023,2
PCE-000187,2025-08-24,DEPT-008,Salaires & Charges sociales,Salaires bruts,NETTOYAGE SERVICE,Exploitation,16305.75,0.0,16305.75,1,20250824,2025,8
PCE-000188,2023-09-06,DEPT-008,Loyer & Charges locatives,Charges communes,MICROSOFT MADA,Exploitation,5134.68,0.0,5134.68,1,20230906,2023,9
PCE-000189,2024-10-24,DEPT-008,Loyer & Charges locatives,Loyer bureaux,IBM MADA,Exploitation,5421.41,0.0,5421.41,1,20241024,2024,10
PCE-000190,2024-11-02,DEPT-008,Salaires & Charges sociales,Charges patronales,ORANGE PRO,Exploitation,65801.83,0.0,65801.83,1,20241102,2024,11
PCE-000191,2025-01-08,DEPT-002,Déplacements & Missions,Transport,IBM MADA,Exploitation,1447.34,289.47,1736.81,1,20250108,2025,1
PCE-000192,2025-12-12,DEPT-001,Salaires & Charges sociales,Avantages en nature,ORACLE,Exploitation,45382.17,0.0,45382.17,1,20251212,2025,12
PCE-000193,2025-08-10,DEPT-005,Salaires & Charges sociales,Salaires bruts,IBM MADA,Exploitation,30216.52,0.0,30216.52,1,20250810,2025,8
PCE-000194,2023-04-07,DEPT-007,Salaires & Charges sociales,Charges patronales,FORMATION PLUS,Exploitation,38277.64,0.0,38277.64,1,20230407,2023,4
PCE-000195,2025-11-22,DEPT-008,Informatique & Licences,Cloud & hébergement,TOTAL MADA,Exploitation,10659.68,2131.94,12791.62,1,20251122,2025,11
PCE-000196,2024-11-24,DEPT-008,Fournitures & Consommables,Fournitures de bureau,ORACLE,Exploitation,905.06,181.01,1086.07,1,20241124,2024,11
PCE-000197,2025-06-15,DEPT-008,Fournitures & Consommables,Documentation,ORACLE,Exploitation,346.37,69.27,415.64,1,20250615,2025,6
PCE-000198,2025-03-16,DEPT-001,Formation & Développement,Certifications,ORANGE PRO,Exploitation,1075.71,215.14,1290.85,1,20250316,2025,3
PCE-000199,2023-09-13,DEPT-005,Fournitures & Consommables,Consommables informatique,SECURITE MADA,Exploitation,503.25,100.65,603.9,1,20230913,2023,9
PCE-000200,2024-07-07,DEPT-008,Loyer & Charges locatives,Assurance locaux,TRANSPORT EXPRESS,Exploitation,6592.6,0.0,6592.6,1,20240707,2024,7
PCE-000201,2025-04-01,DEPT-008,Informatique & Licences,Cloud & hébergement,FORMATION PLUS,Exploitation,2620.43,524.09,3144.52,1,20250401,2025,4
PCE-000202,2024-08-28,DEPT-008,Loyer & Charges locatives,Loyer bureaux,AGENCE VOYAGE,Exploitation,5628.64,0.0,5628.64,1,20240828,2024,8
PCE-000203,2025-02-12,DEPT-004,Sous-traitance,Prestations ponctuelles,IT SOLUTIONS,Exploitation,9533.52,1906.7,11440.22,0,20250212,2025,2
PCE-000204,2025-05-09,DEPT-002,Formation & Développement,Certifications,FOURNITURES PRO,Exploitation,3036.38,607.28,3643.66,1,20250509,2025,5
PCE-000205,2025-07-03,DEPT-006,Informatique & Licences,Licences logiciels,AGENCE VOYAGE,Exploitation,4425.63,885.13,5310.76,1,20250703,2025,7
PCE-000206,2025-06-13,DEPT-001,Formation & Développement,Certifications,ORANGE PRO,Exploitation,2559.79,511.96,3071.75,1,20250613,2025,6
PCE-000207,2025-07-05,DEPT-008,Fournitures & Consommables,Documentation,CONSULTANTS SA,Exploitation,974.74,194.95,1169.69,1,20250705,2025,7
PCE-000208,2024-03-19,DEPT-006,Informatique & Licences,Cloud & hébergement,CONSULTANTS SA,Exploitation,7090.45,1418.09,8508.54,1,20240319,2024,3
PCE-000209,2023-08-13,DEPT-008,Loyer & Charges locatives,Charges communes,IBM MADA,Exploitation,4586.96,0.0,4586.96,1,20230813,2023,8
PCE-000210,2023-01-30,DEPT-001,Déplacements & Missions,Hôtel & restauration,FORMATION PLUS,Exploitation,957.14,191.43,1148.57,1,20230130,2023,1
PCE-000211,2024-02-16,DEPT-008,Fournitures & Consommables,Consommables informatique,AGENCE VOYAGE,Exploitation,644.57,128.91,773.48,1,20240216,2024,2
PCE-000212,2024-01-01,DEPT-002,Sous-traitance,Expertise externe,NETTOYAGE SERVICE,Exploitation,19729.26,3945.85,23675.11,0,20240101,2024,1
PCE-000213,2024-03-27,DEPT-002,Sous-traitance,Consultants,IBM MADA,Exploitation,13696.38,2739.28,16435.66,0,20240327,2024,3
PCE-000214,2025-10-13,DEPT-008,Informatique & Licences,Matériel informatique,ORANGE PRO,Exploitation,2208.24,441.65,2649.89,1,20251013,2025,10
PCE-000215,2024-05-25,DEPT-008,Loyer & Charges locatives,Charges communes,FORMATION PLUS,Exploitation,2029.16,0.0,2029.16,1,20240525,2024,5
PCE-000216,2024-12-15,DEPT-005,Fournitures & Consommables,Fournitures de bureau,TRANSPORT EXPRESS,Exploitation,1202.74,240.55,1443.29,1,20241215,2024,12
PCE-000217,2024-01-07,DEPT-006,Informatique & Licences,Licences logiciels,CONSULTANTS SA,Exploitation,5436.08,1087.22,6523.3,1,20240107,2024,1
PCE-000218,2023-01-02,DEPT-008,Fournitures & Consommables,Documentation,IBM MADA,Exploitation,1325.65,265.13,1590.78,1,20230102,2023,1
PCE-000219,2023-04-05,DEPT-002,Déplacements & Missions,Hôtel & restauration,ORANGE PRO,Exploitation,2153.79,430.76,2584.55,1,20230405,2023,4
PCE-000220,2024-05-18,DEPT-002,Sous-traitance,Expertise externe,CONSULTANTS SA,Exploitation,16614.47,3322.89,19937.36,1,20240518,2024,5
PCE-000221,2024-10-23,DEPT-008,Fournitures & Consommables,Documentation,IT SOLUTIONS,Exploitation,707.16,141.43,848.59,0,20241023,2024,10
PCE-000222,2025-06-27,DEPT-005,Formation & Développement,Abonnements professionnels,HOTEL COLBERT,Exploitation,4395.84,879.17,5275.01,0,20250627,2025,6
PCE-000223,2023-03-31,DEPT-003,Sous-traitance,Consultants,ORANGE PRO,Exploitation,9097.61,1819.52,10917.13,1,20230331,2023,3
PCE-000224,2024-07-23,DEPT-004,Sous-traitance,Expertise externe,TOTAL MADA,Exploitation,15956.41,3191.28,19147.69,1,20240723,2024,7
PCE-000225,2024-07-22,DEPT-004,Sous-traitance,Consultants,IT SOLUTIONS,Exploitation,14931.86,2986.37,17918.23,1,20240722,2024,7
PCE-000226,2024-02-08,DEPT-008,Informatique & Licences,Matériel informatique,FOURNITURES PRO,Exploitation,6119.03,1223.81,7342.84,1,20240208,2024,2
PCE-000227,2025-07-27,DEPT-001,Formation & Développement,Certifications,TRANSPORT EXPRESS,Exploitation,2464.98,493.0,2957.98,0,20250727,2025,7
PCE-000228,2024-09-08,DEPT-003,Déplacements & Missions,Hôtel & restauration,NETTOYAGE SERVICE,Exploitation,2530.86,506.17,3037.03,0,20240908,2024,9
PCE-000229,2025-06-14,DEPT-008,Fournitures & Consommables,Documentation,TRANSPORT EXPRESS,Exploitation,700.72,140.14,840.86,1,20250614,2025,6
PCE-000230,2024-09-21,DEPT-003,Déplacements & Missions,Transport,FORMATION PLUS,Exploitation,387.79,77.56,465.35,1,20240921,2024,9
PCE-000231,2024-05-28,DEPT-008,Salaires & Charges sociales,Salaires bruts,AGENCE VOYAGE,Exploitation,13162.03,0.0,13162.03,1,20240528,2024,5
PCE-000232,2024-06-12,DEPT-008,Loyer & Charges locatives,Loyer bureaux,IBM MADA,Exploitation,6116.3,0.0,6116.3,1,20240612,2024,6
PCE-000233,2024-03-24,DEPT-002,Formation & Développement,Formations externes,ORANGE PRO,Exploitation,3093.09,618.62,3711.71,1,20240324,2024,3
PCE-000234,2023-02-18,DEPT-006,Informatique & Licences,Matériel informatique,NETTOYAGE SERVICE,Exploitation,707.33,141.47,848.8,1,20230218,2023,2
PCE-000235,2023-01-14,DEPT-008,Loyer & Charges locatives,Charges communes,AGENCE VOYAGE,Exploitation,3736.81,0.0,3736.81,1,20230114,2023,1
PCE-000236,2025-09-16,DEPT-003,Déplacements & Missions,Transport,TRANSPORT EXPRESS,Exploitation,399.0,79.8,478.8,0,20250916,2025,9
PCE-000237,2025-02-16,DEPT-007,Déplacements & Missions,Carburant,CONSULTANTS SA,Exploitation,1293.65,258.73,1552.38,1,20250216,2025,2
PCE-000238,2024-04-17,DEPT-004,Sous-traitance,Prestations ponctuelles,NETTOYAGE SERVICE,Exploitation,11957.87,2391.57,14349.44,0,20240417,2024,4
PCE-000239,2024-09-27,DEPT-001,Formation & Développement,Abonnements professionnels,HOTEL COLBERT,Exploitation,2167.62,433.52,2601.14,1,20240927,2024,9
PCE-000240,2025-03-29,DEPT-004,Sous-traitance,Consultants,AGENCE VOYAGE,Exploitation,18712.05,3742.41,22454.46,0,20250329,2025,3
PCE-000241,2024-05-30,DEPT-003,Sous-traitance,Expertise externe,TOTAL MADA,Exploitation,10132.5,2026.5,12159.0,1,20240530,2024,5
PCE-000242,2024-12-01,DEPT-008,Fournitures & Consommables,Consommables informatique,BAILLEUR IMMO,Exploitation,1289.82,257.96,1547.78,1,20241201,2024,12
PCE-000243,2024-01-14,DEPT-008,Informatique & Licences,Maintenance SI,FOURNITURES PRO,Exploitation,1523.84,304.77,1828.61,1,20240114,2024,1
PCE-000244,2025-10-23,DEPT-008,Loyer & Charges locatives,Charges communes,TRANSPORT EXPRESS,Exploitation,4925.9,0.0,4925.9,1,20251023,2025,10
PCE-000245,2023-10-18,DEPT-008,Informatique & Licences,Licences logiciels,AGENCE VOYAGE,Exploitation,2915.86,583.17,3499.03,1,20231018,2023,10
PCE-000246,2023-12-15,DEPT-005,Fournitures & Consommables,Documentation,FOURNITURES PRO,Exploitation,932.88,186.58,1119.46,1,20231215,2023,12
PCE-000247,2024-07-18,DEPT-007,Déplacements & Missions,Transport,ORACLE,Exploitation,297.16,59.43,356.59,1,20240718,2024,7
PCE-000248,2025-06-03,DEPT-002,Déplacements & Missions,Transport,ORACLE,Exploitation,766.07,153.21,919.28,1,20250603,2025,6
PCE-000249,2023-04-24,DEPT-008,Loyer & Charges locatives,Assurance locaux,NETTOYAGE SERVICE,Exploitation,3163.88,0.0,3163.88,1,20230424,2023,4
PCE-000250,2024-05-10,DEPT-008,Loyer & Charges locatives,Loyer bureaux,SECURITE MADA,Exploitation,6924.78,0.0,6924.78,1,20240510,2024,5
PCE-000251,2025-11-07,DEPT-003,Sous-traitance,Consultants,FOURNITURES PRO,Exploitation,5994.06,1198.81,7192.87,1,20251107,2025,11
PCE-000252,2024-10-24,DEPT-008,Fournitures & Consommables,Fournitures de bureau,TRANSPORT EXPRESS,Exploitation,580.39,116.08,696.47,1,20241024,2024,10
PCE-000253,2024-12-29,DEPT-008,Informatique & Licences,Licences logiciels,ORACLE,Exploitation,2725.46,545.09,3270.55,1,20241229,2024,12
PCE-000254,2025-04-23,DEPT-008,Loyer & Charges locatives,Charges communes,TRANSPORT EXPRESS,Exploitation,5651.68,0.0,5651.68,1,20250423,2025,4
PCE-000255,2024-03-08,DEPT-005,Fournitures & Consommables,Documentation,FOURNITURES PRO,Exploitation,544.33,108.87,653.2,0,20240308,2024,3
PCE-000256,2023-07-02,DEPT-007,Déplacements & Missions,Hôtel & restauration,IT SOLUTIONS,Exploitation,2038.85,407.77,2446.62,1,20230702,2023,7
PCE-000257,2025-06-03,DEPT-005,Fournitures & Consommables,Documentation,TRANSPORT EXPRESS,Exploitation,1462.73,292.55,1755.28,1,20250603,2025,6
PCE-000258,2024-12-28,DEPT-004,Sous-traitance,Prestations ponctuelles,ORACLE,Exploitation,14501.23,2900.25,17401.48,0,20241228,2024,12
PCE-000259,2025-08-08,DEPT-006,Salaires & Charges sociales,Avantages en nature,AGENCE VOYAGE,Exploitation,53999.47,0.0,53999.47,1,20250808,2025,8
PCE-000260,2023-09-09,DEPT-002,Salaires & Charges sociales,Avantages en nature,AGENCE VOYAGE,Exploitation,50000.44,0.0,50000.44,1,20230909,2023,9
PCE-000261,2024-06-24,DEPT-008,Loyer & Charges locatives,Assurance locaux,HOTEL COLBERT,Exploitation,7164.27,0.0,7164.27,1,20240624,2024,6
PCE-000262,2023-12-11,DEPT-003,Déplacements & Missions,Transport,AGENCE VOYAGE,Exploitation,1857.35,371.47,2228.82,1,20231211,2023,12
PCE-000263,2025-01-11,DEPT-008,Fournitures & Consommables,Fournitures de bureau,AGENCE VOYAGE,Exploitation,1271.11,254.22,1525.33,1,20250111,2025,1
PCE-000264,2023-04-10,DEPT-002,Déplacements & Missions,Carburant,IT SOLUTIONS,Exploitation,453.28,90.66,543.94,0,20230410,2023,4
PCE-000265,2025-10-09,DEPT-001,Sous-traitance,Prestations ponctuelles,SECURITE MADA,Exploitation,16450.61,3290.12,19740.73,0,20251009,2025,10
PCE-000266,2024-10-02,DEPT-005,Fournitures & Consommables,Fournitures de bureau,IBM MADA,Exploitation,1298.49,259.7,1558.19,1,20241002,2024,10
PCE-000267,2025-07-19,DEPT-005,Fournitures & Consommables,Consommables informatique,FORMATION PLUS,Exploitation,322.38,64.48,386.86,0,20250719,2025,7
PCE-000268,2023-03-26,DEPT-007,Salaires & Charges sociales,Salaires bruts,NETTOYAGE SERVICE,Exploitation,52543.37,0.0,52543.37,1,20230326,2023,3
PCE-000269,2024-07-08,DEPT-006,Informatique & Licences,Licences logiciels,AGENCE VOYAGE,Exploitation,6547.55,1309.51,7857.06,1,20240708,2024,7
PCE-000270,2025-05-20,DEPT-006,Informatique & Licences,Matériel informatique,FORMATION PLUS,Exploitation,6416.5,1283.3,7699.8,1,20250520,2025,5
PCE-000271,2023-03-16,DEPT-006,Informatique & Licences,Maintenance SI,MICROSOFT MADA,Exploitation,8067.89,1613.58,9681.47,1,20230316,2023,3
PCE-000272,2024-05-07,DEPT-008,Informatique & Licences,Licences logiciels,IBM MADA,Exploitation,10267.15,2053.43,12320.58,1,20240507,2024,5
PCE-000273,2025-10-09,DEPT-005,Salaires & Charges sociales,Salaires bruts,FORMATION PLUS,Exploitation,28540.91,0.0,28540.91,1,20251009,2025,10
PCE-000274,2023-11-23,DEPT-008,Informatique & Licences,Matériel informatique,SECURITE MADA,Exploitation,1388.68,277.74,1666.42,0,20231123,2023,11
PCE-000275,2023-04-11,DEPT-006,Informatique & Licences,Matériel informatique,MICROSOFT MADA,Exploitation,7573.96,1514.79,9088.75,1,20230411,2023,4
PCE-000276,2023-04-21,DEPT-008,Fournitures & Consommables,Fournitures de bureau,MICROSOFT MADA,Exploitation,1296.96,259.39,1556.35,1,20230421,2023,4
PCE-000277,2024-07-06,DEPT-006,Informatique & Licences,Licences logiciels,TOTAL MADA,Exploitation,556.69,111.34,668.03,0,20240706,2024,7
PCE-000278,2023-01-25,DEPT-005,Fournitures & Consommables,Fournitures de bureau,FORMATION PLUS,Exploitation,755.28,151.06,906.34,1,20230125,2023,1
PCE-000279,2024-05-09,DEPT-008,Informatique & Licences,Maintenance SI,FORMATION PLUS,Exploitation,14111.19,2822.24,16933.43,1,20240509,2024,5
PCE-000280,2024-03-27,DEPT-001,Formation & Développement,Certifications,AGENCE VOYAGE,Exploitation,2702.83,540.57,3243.4,1,20240327,2024,3
PCE-000281,2025-06-15,DEPT-004,Salaires & Charges sociales,Charges patronales,BAILLEUR IMMO,Exploitation,14545.53,0.0,14545.53,1,20250615,2025,6
PCE-000282,2023-08-07,DEPT-006,Informatique & Licences,Maintenance SI,AGENCE VOYAGE,Exploitation,4677.46,935.49,5612.95,0,20230807,2023,8
PCE-000283,2023-08-05,DEPT-002,Déplacements & Missions,Carburant,TRANSPORT EXPRESS,Exploitation,1150.84,230.17,1381.01,1,20230805,2023,8
PCE-000284,2023-09-19,DEPT-001,Sous-traitance,Expertise externe,ORANGE PRO,Exploitation,12537.11,2507.42,15044.53,1,20230919,2023,9
PCE-000285,2023-05-01,DEPT-008,Informatique & Licences,Matériel informatique,FORMATION PLUS,Exploitation,14039.19,2807.84,16847.03,1,20230501,2023,5
PCE-000286,2023-04-14,DEPT-008,Loyer & Charges locatives,Assurance locaux,MICROSOFT MADA,Exploitation,4619.98,0.0,4619.98,1,20230414,2023,4
PCE-000287,2025-07-03,DEPT-006,Informatique & Licences,Matériel informatique,CONSULTANTS SA,Exploitation,7360.74,1472.15,8832.89,1,20250703,2025,7
PCE-000288,2023-03-30,DEPT-001,Sous-traitance,Expertise externe,HOTEL COLBERT,Exploitation,5199.9,1039.98,6239.88,0,20230330,2023,3
PCE-000289,2024-05-11,DEPT-008,Informatique & Licences,Maintenance SI,FORMATION PLUS,Exploitation,8726.71,1745.34,10472.05,1,20240511,2024,5
PCE-000290,2024-08-12,DEPT-002,Salaires & Charges sociales,Charges patronales,FORMATION PLUS,Exploitation,65153.09,0.0,65153.09,1,20240812,2024,8
PCE-000291,2023-12-30,DEPT-008,Loyer & Charges locatives,Assurance locaux,TRANSPORT EXPRESS,Exploitation,2201.58,0.0,2201.58,1,20231230,2023,12
PCE-000292,2024-10-28,DEPT-002,Formation & Développement,Certifications,NETTOYAGE SERVICE,Exploitation,3191.18,638.24,3829.42,1,20241028,2024,10
PCE-000293,2024-01-24,DEPT-008,Informatique & Licences,Cloud & hébergement,ORACLE,Exploitation,6211.17,1242.23,7453.4,0,20240124,2024,1
PCE-000294,2024-03-06,DEPT-008,Informatique & Licences,Licences logiciels,ORACLE,Exploitation,12443.83,2488.77,14932.6,1,20240306,2024,3
PCE-000295,2023-11-17,DEPT-008,Loyer & Charges locatives,Assurance locaux,TOTAL MADA,Exploitation,6140.11,0.0,6140.11,1,20231117,2023,11
PCE-000296,2023-11-04,DEPT-007,Déplacements & Missions,Hôtel & restauration,TRANSPORT EXPRESS,Exploitation,662.42,132.48,794.9,0,20231104,2023,11
PCE-000297,2024-05-04,DEPT-005,Fournitures & Consommables,Documentation,FOURNITURES PRO,Exploitation,546.8,109.36,656.16,1,20240504,2024,5
PCE-000298,2024-10-16,DEPT-002,Déplacements & Missions,Transport,FOURNITURES PRO,Exploitation,2072.23,414.45,2486.68,1,20241016,2024,10
PCE-000299,2025-02-01,DEPT-001,Sous-traitance,Expertise externe,FORMATION PLUS,Exploitation,5142.9,1028.58,6171.48,1,20250201,2025,2
PCE-000300,2024-03-09,DEPT-007,Déplacements & Missions,Carburant,HOTEL COLBERT,Exploitation,1975.58,395.12,2370.7,1,20240309,2024,3
PCE-000301,2024-11-08,DEPT-007,Déplacements & Missions,Transport,HOTEL COLBERT,Exploitation,994.32,198.86,1193.18,1,20241108,2024,11
PCE-000302,2024-09-24,DEPT-008,Loyer & Charges locatives,Charges communes,ORACLE,Exploitation,7783.56,0.0,7783.56,1,20240924,2024,9
PCE-000303,2025-05-12,DEPT-003,Sous-traitance,Consultants,BAILLEUR IMMO,Exploitation,13116.72,2623.34,15740.06,1,20250512,2025,5
PCE-000304,2025-04-26,DEPT-005,Formation & Développement,Certifications,ORACLE,Exploitation,4350.52,870.1,5220.62,1,20250426,2025,4
PCE-000305,2025-04-21,DEPT-001,Formation & Développement,Certifications,HOTEL COLBERT,Exploitation,3806.81,761.36,4568.17,1,20250421,2025,4
PCE-000306,2024-10-04,DEPT-008,Loyer & Charges locatives,Loyer bureaux,SECURITE MADA,Exploitation,7837.2,0.0,7837.2,1,20241004,2024,10
PCE-000307,2025-10-20,DEPT-001,Formation & Développement,Abonnements professionnels,NETTOYAGE SERVICE,Exploitation,2281.47,456.29,2737.76,1,20251020,2025,10
PCE-000308,2025-01-09,DEPT-008,Fournitures & Consommables,Fournitures de bureau,TOTAL MADA,Exploitation,1378.37,275.67,1654.04,1,20250109,2025,1
PCE-000309,2024-04-13,DEPT-003,Sous-traitance,Expertise externe,MICROSOFT MADA,Exploitation,14401.44,2880.29,17281.73,1,20240413,2024,4
PCE-000310,2025-03-20,DEPT-005,Fournitures & Consommables,Fournitures de bureau,TOTAL MADA,Exploitation,1131.47,226.29,1357.76,1,20250320,2025,3
PCE-000311,2023-11-24,DEPT-008,Fournitures & Consommables,Fournitures de bureau,TRANSPORT EXPRESS,Exploitation,357.62,71.52,429.14,1,20231124,2023,11
PCE-000312,2024-11-24,DEPT-008,Informatique & Licences,Matériel informatique,HOTEL COLBERT,Exploitation,5620.34,1124.07,6744.41,0,20241124,2024,11
PCE-000313,2023-09-25,DEPT-005,Formation & Développement,Certifications,ORANGE PRO,Exploitation,1534.33,306.87,1841.2,1,20230925,2023,9
PCE-000314,2023-10-22,DEPT-006,Informatique & Licences,Matériel informatique,CONSULTANTS SA,Exploitation,14067.85,2813.57,16881.42,1,20231022,2023,10
PCE-000315,2025-08-24,DEPT-004,Sous-traitance,Expertise externe,MICROSOFT MADA,Exploitation,1878.53,375.71,2254.24,1,20250824,2025,8
PCE-000316,2023-10-20,DEPT-005,Fournitures & Consommables,Consommables informatique,FORMATION PLUS,Exploitation,270.6,54.12,324.72,1,20231020,2023,10
PCE-000317,2023-11-01,DEPT-002,Sous-traitance,Prestations ponctuelles,MICROSOFT MADA,Exploitation,6916.55,1383.31,8299.86,0,20231101,2023,11
PCE-000318,2025-01-26,DEPT-008,Loyer & Charges locatives,Assurance locaux,AGENCE VOYAGE,Exploitation,2197.62,0.0,2197.62,1,20250126,2025,1
PCE-000319,2024-06-17,DEPT-008,Loyer & Charges locatives,Loyer bureaux,CONSULTANTS SA,Exploitation,2153.46,0.0,2153.46,1,20240617,2024,6
